"Time (ps)", "Coul-SR:Water-LIG", "LJ-SR:Water-LIG", "Coul-14:Water-LIG", "LJ-14:Water-LIG", "Coul-SR:LIG-LIG", "LJ-SR:LIG-LIG", "Coul-14:LIG-LIG", "LJ-14:LIG-LIG"
571.000000, -126.724937, -95.937393, 0.000000, 0.000000, -71.679291, -12.347034, -147.628448, 46.289780
572.000000, -122.247169, -108.080368, 0.000000, 0.000000, -59.996269, -20.829847, -158.696045, 45.601921
573.000000, -126.687897, -94.066589, 0.000000, 0.000000, -79.710213, -13.840835, -145.240875, 45.821533
574.000000, -96.317955, -110.025604, 0.000000, 0.000000, -75.989151, -19.268316, -142.114197, 44.656372
575.000000, -111.900261, -110.660591, 0.000000, 0.000000, -84.394310, -12.973481, -141.253784, 45.065308
576.000000, -108.491470, -103.370491, 0.000000, 0.000000, -74.020630, -17.556925, -149.833664, 50.295174
577.000000, -100.863953, -105.557449, 0.000000, 0.000000, -64.447891, -15.899560, -150.812714, 48.443806
578.000000, -114.819893, -106.170380, 0.000000, 0.000000, -85.526115, -14.614590, -143.739868, 50.464836
579.000000, -88.245934, -97.382149, 0.000000, 0.000000, -86.539932, -16.909388, -136.324295, 45.773941
580.000000, -139.907242, -101.246086, 0.000000, 0.000000, -88.839203, -5.846176, -130.144135, 43.935360
581.000000, -140.745544, -91.050201, 0.000000, 0.000000, -75.800911, -15.756108, -148.371597, 48.857594
582.000000, -140.770920, -88.951797, 0.000000, 0.000000, -82.924789, -10.403745, -134.380661, 45.565510
583.000000, -119.738182, -116.283295, 0.000000, 0.000000, -67.163193, -20.296686, -151.148026, 41.872616
584.000000, -146.820480, -118.458511, 0.000000, 0.000000, -78.397881, -20.723562, -145.411697, 42.902531
585.000000, -89.242844, -116.778999, 0.000000, 0.000000, -92.039001, -9.710585, -129.264252, 42.569820
586.000000, -146.006516, -118.201241, 0.000000, 0.000000, -82.855347, -14.686661, -141.561157, 47.775070
587.000000, -112.854973, -104.206116, 0.000000, 0.000000, -82.891319, -12.880062, -135.842926, 44.548244
588.000000, -148.757645, -100.414459, 0.000000, 0.000000, -73.603935, -15.353420, -148.850143, 52.538956
589.000000, -101.876663, -97.043648, 0.000000, 0.000000, -93.135925, -14.097365, -133.681870, 45.019073
590.000000, -89.681015, -98.775658, 0.000000, 0.000000, -80.824486, -13.657972, -138.606918, 50.055779
591.000000, -101.034836, -91.546890, 0.000000, 0.000000, -91.941132, -13.268125, -138.716675, 42.253174
592.000000, -121.571564, -104.857285, 0.000000, 0.000000, -84.469925, -17.710901, -143.722733, 43.890854
593.000000, -122.330757, -114.446106, 0.000000, 0.000000, -76.472061, -18.771656, -147.922867, 43.665852
594.000000, -151.404465, -89.211426, 0.000000, 0.000000, -79.026840, -13.290326, -141.915649, 48.999428
595.000000, -137.917313, -96.776054, 0.000000, 0.000000, -79.880768, -11.701188, -144.090866, 46.615936
596.000000, -126.729065, -94.650436, 0.000000, 0.000000, -89.807060, -19.777050, -132.132874, 43.371605
597.000000, -99.639145, -99.885437, 0.000000, 0.000000, -82.938843, -18.856749, -140.063309, 43.384274
598.000000, -109.035103, -117.813637, 0.000000, 0.000000, -80.413818, -14.816793, -147.306686, 43.070431
599.000000, -116.074654, -111.464508, 0.000000, 0.000000, -69.871094, -16.465626, -148.061310, 45.029453
600.000000, -117.879028, -97.797211, 0.000000, 0.000000, -83.292419, -18.157866, -137.583008, 42.341309
601.000000, -145.212234, -74.632584, 0.000000, 0.000000, -66.377022, -15.456808, -157.472687, 46.773712
602.000000, -109.361435, -106.686943, 0.000000, 0.000000, -81.598061, -18.157097, -137.979843, 50.520832
603.000000, -107.313713, -104.085976, 0.000000, 0.000000, -87.440567, -10.203623, -136.262848, 41.161568
604.000000, -130.158539, -83.267044, 0.000000, 0.000000, -83.156448, -8.667240, -140.353455, 46.299477
605.000000, -85.809235, -106.837204, 0.000000, 0.000000, -89.036400, -17.024557, -138.549469, 42.291119
606.000000, -93.494209, -119.930367, 0.000000, 0.000000, -79.417946, -17.671869, -140.284363, 44.499641
607.000000, -86.209976, -108.382095, 0.000000, 0.000000, -79.986221, -15.931691, -144.433472, 48.645679
608.000000, -99.242424, -108.729774, 0.000000, 0.000000, -88.024330, -14.357285, -134.292755, 46.330715
609.000000, -99.331741, -101.158989, 0.000000, 0.000000, -78.776634, -12.538524, -141.884003, 43.838402
610.000000, -103.558304, -116.699234, 0.000000, 0.000000, -74.518890, -17.915787, -147.038483, 47.180836
611.000000, -142.154358, -93.488243, 0.000000, 0.000000, -85.029610, -5.070293, -136.400787, 55.188148
612.000000, -108.966980, -86.095695, 0.000000, 0.000000, -81.042252, -12.838658, -142.378922, 45.538845
613.000000, -96.062782, -110.665924, 0.000000, 0.000000, -86.365280, -15.024979, -141.093445, 42.478088
614.000000, -123.306290, -98.396217, 0.000000, 0.000000, -94.808357, -17.643188, -130.824875, 42.586124
615.000000, -112.084091, -115.381706, 0.000000, 0.000000, -77.226868, -19.076824, -148.819473, 42.322567
616.000000, -118.626999, -90.581177, 0.000000, 0.000000, -75.473793, -18.464123, -138.731369, 44.454556
617.000000, -131.590546, -98.171165, 0.000000, 0.000000, -78.683456, -16.707424, -146.020187, 44.209648
618.000000, -115.968964, -103.242416, 0.000000, 0.000000, -68.315338, -21.665724, -151.009567, 43.674950
619.000000, -176.292419, -86.095787, 0.000000, 0.000000, -79.668785, -11.089360, -142.463455, 50.723022
620.000000, -122.977402, -102.215904, 0.000000, 0.000000, -77.985336, -12.348602, -142.020813, 49.684750
621.000000, -134.042053, -113.589691, 0.000000, 0.000000, -88.446030, -15.121705, -135.988586, 47.757034
622.000000, -97.584541, -107.628830, 0.000000, 0.000000, -83.246124, -14.129597, -137.781021, 42.964882
623.000000, -131.588394, -107.230324, 0.000000, 0.000000, -82.428009, -10.483776, -139.871414, 47.757149
624.000000, -98.558289, -103.068092, 0.000000, 0.000000, -76.086418, -17.522245, -139.323288, 40.599014
625.000000, -99.697647, -104.571358, 0.000000, 0.000000, -81.233925, -5.604609, -146.718903, 46.913647
626.000000, -81.719124, -112.126144, 0.000000, 0.000000, -92.782661, -12.046397, -138.073822, 46.114285
627.000000, -114.991928, -95.775162, 0.000000, 0.000000, -90.033722, -14.920361, -134.591736, 43.919250
628.000000, -111.387573, -103.516731, 0.000000, 0.000000, -76.254471, -15.746390, -146.136658, 46.406021
629.000000, -104.585785, -110.093605, 0.000000, 0.000000, -82.201790, -11.145148, -142.862091, 47.600464
630.000000, -86.245193, -111.700760, 0.000000, 0.000000, -80.665955, -17.573536, -146.808578, 46.312145
631.000000, -132.301147, -107.195129, 0.000000, 0.000000, -80.443443, -14.329125, -136.660416, 44.989712
632.000000, -128.672256, -94.728127, 0.000000, 0.000000, -83.744789, -7.835464, -139.683075, 50.234192
633.000000, -104.274231, -102.250000, 0.000000, 0.000000, -78.196800, -15.397054, -144.769928, 47.967865
634.000000, -125.966164, -95.325928, 0.000000, 0.000000, -78.317520, -9.970807, -137.464142, 50.587891
635.000000, -69.457443, -110.501488, 0.000000, 0.000000, -77.543510, -18.793055, -148.708862, 47.814789
636.000000, -119.295403, -88.858810, 0.000000, 0.000000, -78.152054, -14.406063, -145.352997, 46.700340
637.000000, -119.255943, -95.007874, 0.000000, 0.000000, -73.969376, -12.930407, -143.274841, 49.619507
638.000000, -138.809265, -108.023331, 0.000000, 0.000000, -75.351631, -16.102793, -146.558670, 47.220547
639.000000, -119.875847, -110.514816, 0.000000, 0.000000, -79.992722, -20.414831, -142.152847, 42.129044
640.000000, -123.513992, -82.027306, 0.000000, 0.000000, -84.351143, -14.451066, -141.005356, 48.733429
641.000000, -126.399765, -92.137627, 0.000000, 0.000000, -89.821205, -10.349006, -133.894028, 46.478485
642.000000, -97.103859, -105.444603, 0.000000, 0.000000, -84.596695, -9.813457, -137.254349, 45.962109
643.000000, -131.259445, -113.938065, 0.000000, 0.000000, -80.691422, -15.367259, -139.296204, 42.822926
644.000000, -78.343391, -112.849258, 0.000000, 0.000000, -78.939697, -14.264895, -139.915497, 44.417553
645.000000, -89.983925, -114.009766, 0.000000, 0.000000, -87.052162, -8.734722, -136.339111, 49.565018
646.000000, -112.449989, -87.995583, 0.000000, 0.000000, -79.899345, -6.401367, -137.327850, 48.212116
647.000000, -83.042938, -98.640282, 0.000000, 0.000000, -90.931763, -15.523514, -126.677742, 42.950661
648.000000, -112.388367, -115.502151, 0.000000, 0.000000, -85.738937, -16.251379, -130.670212, 44.206036
649.000000, -118.108421, -84.036491, 0.000000, 0.000000, -79.814873, -14.653081, -139.949249, 50.700142
650.000000, -109.895752, -106.025925, 0.000000, 0.000000, -85.129158, -2.619254, -139.441895, 47.944134
651.000000, -98.560844, -92.873535, 0.000000, 0.000000, -74.592842, -16.902563, -141.146393, 42.009495
652.000000, -118.454506, -96.021355, 0.000000, 0.000000, -79.945351, -8.137825, -137.274200, 43.365051
653.000000, -123.391220, -100.332558, 0.000000, 0.000000, -86.542290, -16.459179, -140.846344, 44.857109
654.000000, -131.934250, -107.705109, 0.000000, 0.000000, -79.756683, -10.996905, -136.839432, 44.656693
655.000000, -116.266296, -109.820885, 0.000000, 0.000000, -76.633286, -13.517159, -146.973206, 44.076420
656.000000, -112.858185, -111.653893, 0.000000, 0.000000, -75.857849, -17.159912, -146.276459, 46.452286
657.000000, -99.890915, -110.346336, 0.000000, 0.000000, -71.598862, -14.153475, -147.793045, 44.031097
658.000000, -122.587891, -111.284096, 0.000000, 0.000000, -70.637688, -16.559500, -148.164719, 46.438244
659.000000, -112.865227, -104.026184, 0.000000, 0.000000, -71.663254, -5.297349, -150.451035, 54.962826
660.000000, -121.341751, -76.511131, 0.000000, 0.000000, -80.683113, -15.312553, -134.405197, 43.318478
661.000000, -93.563965, -117.359489, 0.000000, 0.000000, -81.925751, -12.776649, -145.019028, 45.472672
662.000000, -122.502190, -113.490623, 0.000000, 0.000000, -82.680206, -10.278983, -134.808014, 48.732334
663.000000, -136.782867, -113.753296, 0.000000, 0.000000, -62.129749, -12.710506, -159.407059, 49.072239
664.000000, -103.702301, -112.235756, 0.000000, 0.000000, -69.780090, -4.752470, -153.857666, 50.813427
665.000000, -120.208679, -109.755501, 0.000000, 0.000000, -87.909027, -9.545340, -133.668640, 50.005379
666.000000, -127.031502, -96.513954, 0.000000, 0.000000, -84.555862, -20.621992, -140.101959, 48.898598
667.000000, -134.017334, -106.455879, 0.000000, 0.000000, -75.215981, -17.435410, -146.509750, 44.721012
668.000000, -124.528008, -89.196350, 0.000000, 0.000000, -82.146133, -10.085366, -136.003342, 45.301579
669.000000, -119.789474, -95.088814, 0.000000, 0.000000, -69.119461, -8.745399, -144.812271, 44.874405
670.000000, -113.126030, -104.852921, 0.000000, 0.000000, -88.427338, -14.075152, -132.693115, 43.809925
671.000000, -119.489243, -99.181602, 0.000000, 0.000000, -77.182648, -20.664270, -139.678619, 42.596024
672.000000, -113.759186, -91.605667, 0.000000, 0.000000, -80.966927, -15.165592, -139.277618, 42.457932
673.000000, -108.173103, -85.041115, 0.000000, 0.000000, -77.175903, -8.891821, -142.938568, 45.232033
674.000000, -118.809242, -95.983368, 0.000000, 0.000000, -80.832939, -11.279316, -139.887314, 43.413918
675.000000, -101.620224, -97.893913, 0.000000, 0.000000, -79.934303, -22.661350, -139.914215, 42.899624
676.000000, -106.486176, -121.753418, 0.000000, 0.000000, -92.880592, -9.856630, -132.168121, 50.994305
677.000000, -123.402084, -98.033630, 0.000000, 0.000000, -67.692520, -11.095240, -152.160812, 44.551441
678.000000, -156.081024, -101.616585, 0.000000, 0.000000, -80.120255, -18.384670, -141.372772, 47.684109
679.000000, -124.187347, -109.438019, 0.000000, 0.000000, -69.561501, -18.090864, -148.696838, 41.696445
680.000000, -140.664276, -106.394402, 0.000000, 0.000000, -89.872841, -10.892534, -134.541336, 46.794571
681.000000, -149.666595, -94.787468, 0.000000, 0.000000, -80.977760, -16.335077, -143.159607, 45.695717
682.000000, -122.176262, -97.150932, 0.000000, 0.000000, -87.662910, -18.908863, -138.244827, 45.177826
683.000000, -115.310814, -100.769371, 0.000000, 0.000000, -83.447952, -12.118649, -140.323608, 40.786392
684.000000, -176.037064, -100.529465, 0.000000, 0.000000, -83.714485, -10.652693, -139.770767, 57.493828
685.000000, -129.602844, -95.009041, 0.000000, 0.000000, -84.271378, -17.300968, -138.302933, 43.211796
686.000000, -105.862885, -103.030754, 0.000000, 0.000000, -76.169098, -16.912498, -144.931946, 45.789730
687.000000, -97.674744, -108.374306, 0.000000, 0.000000, -80.041512, -15.554820, -141.538635, 47.358154
688.000000, -138.760071, -95.068687, 0.000000, 0.000000, -88.094009, -0.979743, -136.678619, 52.760353
689.000000, -98.797379, -92.755058, 0.000000, 0.000000, -81.692192, 0.715460, -137.752914, 49.878204
690.000000, -88.198280, -107.396782, 0.000000, 0.000000, -77.875038, -7.749391, -144.992691, 44.271027
691.000000, -95.663193, -108.395233, 0.000000, 0.000000, -80.802818, -14.670773, -139.261124, 46.961639
692.000000, -109.687935, -95.360870, 0.000000, 0.000000, -82.214775, -18.034838, -140.765823, 44.271725
693.000000, -80.848198, -113.820587, 0.000000, 0.000000, -78.313972, -14.985321, -140.523376, 44.352676
694.000000, -121.706276, -98.427689, 0.000000, 0.000000, -88.728226, -13.488413, -141.677185, 46.319027
695.000000, -134.552658, -104.407745, 0.000000, 0.000000, -87.838821, -20.335272, -136.975327, 45.457973
696.000000, -116.406265, -95.297737, 0.000000, 0.000000, -75.429153, -8.606747, -152.151367, 48.611591
697.000000, -129.015671, -102.478966, 0.000000, 0.000000, -61.674210, -13.049685, -158.302078, 50.866215
698.000000, -120.135780, -99.539169, 0.000000, 0.000000, -87.306984, -13.102109, -138.355560, 43.866894
699.000000, -123.734688, -100.996552, 0.000000, 0.000000, -90.732857, -11.089365, -135.581802, 44.590900
700.000000, -144.011688, -107.240906, 0.000000, 0.000000, -83.312721, -15.378184, -138.746964, 49.798840
701.000000, -124.271835, -78.754364, 0.000000, 0.000000, -86.756477, -13.834680, -137.053391, 47.017235
702.000000, -122.382484, -94.196709, 0.000000, 0.000000, -84.947739, -6.472412, -129.812988, 49.859818
703.000000, -139.263412, -94.118607, 0.000000, 0.000000, -69.198906, -5.530976, -150.615997, 49.229748
704.000000, -100.097366, -83.473915, 0.000000, 0.000000, -81.473740, -15.065668, -138.517670, 45.536892
705.000000, -154.973434, -89.644836, 0.000000, 0.000000, -73.550842, -15.346668, -145.984436, 48.763092
706.000000, -134.078964, -90.914658, 0.000000, 0.000000, -80.689957, -17.151562, -142.145386, 44.055355
707.000000, -122.240364, -99.403152, 0.000000, 0.000000, -75.274567, -12.704533, -137.542252, 44.995029
708.000000, -112.352943, -83.403404, 0.000000, 0.000000, -80.837372, -21.940220, -136.852753, 42.428406
709.000000, -113.469788, -112.733437, 0.000000, 0.000000, -82.670952, -17.177485, -138.729965, 41.626305
710.000000, -119.627220, -90.359337, 0.000000, 0.000000, -74.843750, -16.938055, -140.960617, 46.178890
711.000000, -104.681290, -105.689613, 0.000000, 0.000000, -76.198082, -19.073107, -148.668564, 43.889126
712.000000, -125.679535, -107.678680, 0.000000, 0.000000, -84.529007, -13.048451, -143.201752, 48.626122
713.000000, -110.533333, -118.174820, 0.000000, 0.000000, -90.330910, -16.519022, -133.321274, 45.131630
714.000000, -154.064148, -96.314346, 0.000000, 0.000000, -76.131638, -19.000399, -144.832901, 46.768944
715.000000, -123.565071, -106.670830, 0.000000, 0.000000, -79.186310, -17.629137, -139.777100, 43.873917
716.000000, -85.915009, -100.391212, 0.000000, 0.000000, -82.707954, -16.668625, -139.075455, 42.541443
717.000000, -117.883247, -98.821335, 0.000000, 0.000000, -85.796478, -15.315269, -141.217880, 48.489853
718.000000, -113.207268, -102.874519, 0.000000, 0.000000, -76.684555, -18.269081, -146.273605, 43.368149
719.000000, -133.646667, -107.628883, 0.000000, 0.000000, -77.295555, -19.346786, -146.542877, 48.818623
720.000000, -122.493439, -94.088470, 0.000000, 0.000000, -80.425354, -15.215158, -138.494736, 43.111679
721.000000, -83.880333, -109.838005, 0.000000, 0.000000, -76.721191, -10.515642, -141.509018, 44.419281
722.000000, -99.061516, -108.566826, 0.000000, 0.000000, -78.222298, -10.757851, -143.411423, 46.125565
723.000000, -118.516251, -95.431992, 0.000000, 0.000000, -80.369919, -11.843656, -137.112366, 50.274353
724.000000, -95.996704, -103.332497, 0.000000, 0.000000, -82.481056, -13.894118, -134.972275, 48.937565
725.000000, -103.500526, -101.399071, 0.000000, 0.000000, -81.692062, 0.470739, -138.688385, 49.945057
726.000000, -136.057755, -111.564842, 0.000000, 0.000000, -82.740570, -7.110073, -137.817566, 46.794083
727.000000, -140.533447, -93.144531, 0.000000, 0.000000, -80.209343, -6.333070, -136.425797, 48.159092
728.000000, -143.285355, -102.195763, 0.000000, 0.000000, -73.413399, -14.883909, -142.485352, 44.115414
729.000000, -79.053291, -113.479713, 0.000000, 0.000000, -83.661888, -18.920046, -137.738754, 46.344357
730.000000, -160.290314, -98.462234, 0.000000, 0.000000, -83.151535, -7.631229, -132.999939, 43.808365
731.000000, -124.390991, -89.893639, 0.000000, 0.000000, -77.448395, -10.146963, -140.836075, 48.079498
732.000000, -111.094955, -102.473824, 0.000000, 0.000000, -78.715576, -17.638805, -140.407272, 42.777519
733.000000, -154.636215, -93.478897, 0.000000, 0.000000, -90.804092, 1.201439, -129.916916, 50.359081
734.000000, -87.014557, -99.682350, 0.000000, 0.000000, -81.573456, -14.900032, -136.987946, 41.471603
735.000000, -153.939987, -92.115410, 0.000000, 0.000000, -84.768097, -9.260959, -129.349625, 44.602100
736.000000, -103.833321, -108.148392, 0.000000, 0.000000, -69.225029, -15.630328, -150.151184, 43.879959
737.000000, -95.657616, -111.784691, 0.000000, 0.000000, -78.156502, -16.382767, -142.107346, 47.710197
738.000000, -97.472855, -104.127953, 0.000000, 0.000000, -78.414444, -14.698558, -141.628098, 47.438229
739.000000, -150.098495, -98.694489, 0.000000, 0.000000, -70.626663, -9.867426, -145.554581, 49.002029
740.000000, -101.212990, -101.506638, 0.000000, 0.000000, -87.193466, -6.538066, -140.415710, 52.443245
741.000000, -113.712845, -111.383514, 0.000000, 0.000000, -80.951447, -12.985750, -131.023636, 39.317158
742.000000, -143.058670, -99.617210, 0.000000, 0.000000, -82.091270, -11.004010, -136.225357, 46.220997
743.000000, -151.718674, -100.642090, 0.000000, 0.000000, -79.020302, -14.956326, -143.837799, 40.752514
744.000000, -156.214096, -81.944214, 0.000000, 0.000000, -75.064301, -18.409918, -145.251480, 46.946800
745.000000, -135.251953, -94.748199, 0.000000, 0.000000, -85.417351, -16.349182, -133.764221, 42.882187
746.000000, -116.301018, -104.123123, 0.000000, 0.000000, -76.260506, -13.730071, -145.221985, 44.917866
747.000000, -75.536072, -117.136871, 0.000000, 0.000000, -86.859459, -2.821244, -132.312546, 44.458431
748.000000, -102.974358, -106.536354, 0.000000, 0.000000, -86.050636, -14.348567, -137.612610, 45.769905
749.000000, -90.857841, -113.150711, 0.000000, 0.000000, -77.731468, -2.612452, -144.104828, 48.877903
750.000000, -120.788750, -97.153259, 0.000000, 0.000000, -78.344856, -12.697394, -137.507507, 40.593052
751.000000, -95.156624, -113.625809, 0.000000, 0.000000, -76.590988, -17.188713, -142.617050, 46.158577
752.000000, -101.205856, -80.805969, 0.000000, 0.000000, -87.078491, -11.346920, -135.803162, 47.527237
753.000000, -133.668274, -85.486778, 0.000000, 0.000000, -76.924599, -16.463739, -145.508377, 43.744797
754.000000, -116.056274, -101.033966, 0.000000, 0.000000, -79.426498, -15.796500, -138.604828, 44.183292
755.000000, -142.294418, -106.340714, 0.000000, 0.000000, -85.840782, -13.058911, -131.571899, 45.924641
756.000000, -118.077370, -116.914856, 0.000000, 0.000000, -69.827797, -9.038237, -147.747284, 48.633156
757.000000, -84.604164, -113.443573, 0.000000, 0.000000, -82.843277, -8.216745, -140.001648, 49.048584
758.000000, -128.135635, -112.060867, 0.000000, 0.000000, -77.898575, -8.829910, -141.901123, 45.367130
759.000000, -116.860336, -106.348076, 0.000000, 0.000000, -78.736740, -20.047363, -141.723068, 42.264744
760.000000, -161.388962, -87.504135, 0.000000, 0.000000, -75.680717, -15.355083, -138.889740, 41.699821
761.000000, -67.895302, -100.145836, 0.000000, 0.000000, -87.971794, 3.592928, -130.301544, 52.123234
762.000000, -122.747650, -100.283463, 0.000000, 0.000000, -73.806625, -8.367422, -144.652710, 47.128906
763.000000, -136.059921, -97.914352, 0.000000, 0.000000, -65.524429, -14.480015, -159.389023, 47.860947
764.000000, -115.457237, -92.806786, 0.000000, 0.000000, -86.806664, -8.142765, -132.466339, 48.312946
765.000000, -139.878769, -109.719139, 0.000000, 0.000000, -77.437347, -14.637487, -141.405533, 43.677917
766.000000, -113.830032, -103.013626, 0.000000, 0.000000, -81.027786, -9.411963, -134.892746, 49.051270
767.000000, -154.949127, -92.676399, 0.000000, 0.000000, -74.821869, -18.185324, -139.325577, 43.998909
768.000000, -173.514923, -104.735504, 0.000000, 0.000000, -72.454605, -9.986082, -145.377563, 48.376156
769.000000, -122.724304, -105.300003, 0.000000, 0.000000, -73.955322, -19.032166, -146.542450, 47.490543
770.000000, -113.618195, -118.452293, 0.000000, 0.000000, -93.266151, -9.365958, -136.712830, 50.280754
771.000000, -87.357956, -124.908539, 0.000000, 0.000000, -94.643417, -7.812591, -129.197479, 50.649643
772.000000, -125.054306, -109.572792, 0.000000, 0.000000, -78.621918, -22.569862, -139.459671, 40.788567
773.000000, -132.402573, -115.891144, 0.000000, 0.000000, -68.205620, -21.642502, -150.307037, 44.504349
774.000000, -121.591324, -108.145195, 0.000000, 0.000000, -73.317619, -15.068509, -146.429916, 48.681377
775.000000, -127.311325, -91.613304, 0.000000, 0.000000, -91.174110, -7.211256, -136.421661, 50.507069
776.000000, -132.019638, -100.060890, 0.000000, 0.000000, -71.137184, -15.748973, -145.432770, 44.670113
777.000000, -97.081970, -99.231972, 0.000000, 0.000000, -75.708603, -12.011751, -143.331650, 50.081810
778.000000, -96.858772, -101.974510, 0.000000, 0.000000, -86.609993, -19.444788, -130.413239, 40.239410
779.000000, -118.090164, -87.613724, 0.000000, 0.000000, -72.530144, -12.519374, -152.007477, 47.494823
780.000000, -116.238846, -112.939606, 0.000000, 0.000000, -88.232376, -10.820483, -134.687500, 43.599842
781.000000, -119.068466, -102.680222, 0.000000, 0.000000, -85.985130, -16.618555, -137.901550, 48.129261
782.000000, -126.524773, -81.960960, 0.000000, 0.000000, -90.138878, -6.716304, -133.895325, 49.887978
783.000000, -106.948944, -103.538200, 0.000000, 0.000000, -81.742386, -13.284650, -137.896500, 45.874527
784.000000, -119.791061, -66.733444, 0.000000, 0.000000, -84.272209, -11.901103, -144.008224, 42.120731
785.000000, -121.678360, -101.748634, 0.000000, 0.000000, -93.895569, -14.155873, -134.108826, 45.702164
786.000000, -118.396477, -106.801323, 0.000000, 0.000000, -86.192863, -4.027672, -139.379730, 45.951843
787.000000, -107.337143, -96.935593, 0.000000, 0.000000, -86.160797, -16.292368, -134.189819, 42.619293
788.000000, -116.472099, -104.933159, 0.000000, 0.000000, -79.520187, -13.590692, -144.580826, 42.473133
789.000000, -93.212112, -110.902756, 0.000000, 0.000000, -82.204491, -18.169697, -142.848389, 42.282589
790.000000, -107.070679, -109.716736, 0.000000, 0.000000, -62.110485, -19.689487, -157.403046, 42.369507
791.000000, -130.221954, -110.924591, 0.000000, 0.000000, -89.354347, -17.302103, -127.471886, 41.883583
792.000000, -99.102219, -116.033142, 0.000000, 0.000000, -81.120102, -16.820921, -140.363312, 47.714817
793.000000, -93.977242, -112.068863, 0.000000, 0.000000, -89.537727, -14.050959, -131.228256, 46.175831
794.000000, -108.785553, -111.334564, 0.000000, 0.000000, -82.641136, -11.203379, -133.482651, 43.489937
795.000000, -104.088242, -96.656372, 0.000000, 0.000000, -85.090248, -11.874653, -139.842010, 44.171951
796.000000, -114.295265, -101.764053, 0.000000, 0.000000, -88.042397, -18.636871, -134.701843, 43.425556
797.000000, -109.961922, -111.447968, 0.000000, 0.000000, -83.278069, -19.869888, -137.694046, 40.649834
798.000000, -160.825348, -76.631371, 0.000000, 0.000000, -85.563332, -16.399731, -135.273285, 44.686943
799.000000, -117.304527, -113.896927, 0.000000, 0.000000, -76.345253, -16.806381, -146.697952, 42.602413
800.000000, -135.466766, -100.113884, 0.000000, 0.000000, -80.430748, -16.435772, -140.461975, 41.982624
801.000000, -131.586731, -103.852600, 0.000000, 0.000000, -74.706383, -19.761442, -143.164032, 43.572426
802.000000, -98.231705, -106.569038, 0.000000, 0.000000, -91.421211, -13.084145, -134.938980, 47.713650
803.000000, -97.350845, -107.312813, 0.000000, 0.000000, -78.887100, -16.076481, -139.873550, 50.271587
804.000000, -115.955101, -95.716301, 0.000000, 0.000000, -87.489685, -11.695039, -142.151840, 42.899654
805.000000, -155.447632, -78.384895, 0.000000, 0.000000, -78.216522, -19.869467, -145.109100, 44.601189
806.000000, -129.825531, -60.228027, 0.000000, 0.000000, -73.481384, -10.220025, -149.824997, 48.794205
807.000000, -105.019463, -85.142517, 0.000000, 0.000000, -79.915527, -9.388188, -137.464355, 45.588512
808.000000, -96.413208, -112.735527, 0.000000, 0.000000, -88.460258, -9.822715, -134.348877, 47.450443
809.000000, -110.803398, -108.912834, 0.000000, 0.000000, -78.966774, -17.863546, -141.150574, 41.546211
810.000000, -171.146027, -85.363647, 0.000000, 0.000000, -81.413643, -19.135626, -137.752090, 42.715607
811.000000, -93.201683, -94.301498, 0.000000, 0.000000, -95.057892, -15.795842, -129.743057, 46.366646
812.000000, -120.077309, -99.482086, 0.000000, 0.000000, -78.310150, -13.029153, -146.276917, 49.036228
813.000000, -146.999405, -89.600388, 0.000000, 0.000000, -74.487251, -20.095713, -152.157562, 44.348412
814.000000, -158.077621, -88.932716, 0.000000, 0.000000, -79.365051, -19.352793, -140.462570, 43.875431
815.000000, -132.470551, -106.683083, 0.000000, 0.000000, -85.594643, -16.229460, -132.977814, 39.649399
816.000000, -123.291451, -92.565918, 0.000000, 0.000000, -81.310303, -19.143578, -144.367752, 43.269066
817.000000, -125.649712, -83.319687, 0.000000, 0.000000, -76.275223, -7.573910, -141.609299, 49.960663
818.000000, -128.099411, -71.975655, 0.000000, 0.000000, -85.254280, -4.861165, -131.577438, 51.022774
819.000000, -110.703613, -99.548225, 0.000000, 0.000000, -74.804924, -8.901485, -141.533295, 41.849117
820.000000, -94.820618, -115.211914, 0.000000, 0.000000, -80.231850, -11.173907, -139.450531, 48.842182
821.000000, -91.356422, -94.724754, 0.000000, 0.000000, -78.037781, -7.064639, -140.268936, 50.134724
822.000000, -123.457024, -108.057304, 0.000000, 0.000000, -80.073212, -16.197088, -141.745834, 42.819656
823.000000, -110.974045, -90.539246, 0.000000, 0.000000, -75.379776, -13.644768, -148.214386, 46.859940
824.000000, -131.665634, -97.459457, 0.000000, 0.000000, -81.364822, -18.621805, -143.268204, 45.869045
825.000000, -142.173187, -86.809921, 0.000000, 0.000000, -66.494141, -12.105258, -150.388428, 49.640873
826.000000, -87.156349, -101.223412, 0.000000, 0.000000, -88.278870, -13.399759, -136.875809, 43.654312
827.000000, -132.715729, -88.607086, 0.000000, 0.000000, -89.934624, -14.070806, -136.903656, 49.584148
828.000000, -94.795547, -96.162262, 0.000000, 0.000000, -80.980812, -15.370107, -141.993698, 45.456257
829.000000, -93.951004, -113.658577, 0.000000, 0.000000, -79.747238, -12.740896, -141.831955, 44.626022
830.000000, -114.001732, -88.915375, 0.000000, 0.000000, -93.489052, -3.355285, -129.010162, 46.152561
831.000000, -97.403412, -88.543236, 0.000000, 0.000000, -95.043343, -6.146580, -130.213638, 43.011494
