"Time (ps)", "Coul-SR:Water_and_ions-LIG", "LJ-SR:Water_and_ions-LIG", "Coul-14:Water_and_ions-LIG", "LJ-14:Water_and_ions-LIG", "Coul-SR:LIG-LIG", "LJ-SR:LIG-LIG", "Coul-14:LIG-LIG", "LJ-14:LIG-LIG"
440.000000, -277.198120, -216.726990, 0.000000, 0.000000, 295.761566, -33.768238, -657.736145, 97.541046
441.000000, -264.234039, -203.575485, 0.000000, 0.000000, 278.687927, -31.938992, -641.386902, 96.312897
442.000000, -296.118530, -194.691315, 0.000000, 0.000000, 295.818848, -35.726887, -656.078308, 103.270554
443.000000, -292.156250, -179.717148, 0.000000, 0.000000, 290.357330, -30.613792, -653.370728, 98.049507
444.000000, -304.977661, -208.038132, 0.000000, 0.000000, 293.829132, -19.166023, -662.795349, 111.133125
445.000000, -316.927155, -194.802444, 0.000000, 0.000000, 283.439240, -32.485901, -646.674683, 102.120926
446.000000, -339.923157, -164.645691, 0.000000, 0.000000, 289.413971, -27.184462, -654.361511, 101.772110
447.000000, -349.068054, -190.674255, 0.000000, 0.000000, 286.997955, -38.809185, -648.828125, 100.330688
448.000000, -240.523590, -222.532272, 0.000000, 0.000000, 292.525696, -37.459641, -658.994507, 104.706268
449.000000, -265.896576, -163.663925, 0.000000, 0.000000, 277.559479, -32.313389, -642.316284, 94.230034
450.000000, -275.203247, -206.861145, 0.000000, 0.000000, 279.204376, -32.387672, -643.171570, 95.740501
451.000000, -266.342468, -213.039261, 0.000000, 0.000000, 283.928711, -37.881073, -657.156860, 106.792465
452.000000, -313.303741, -201.080551, 0.000000, 0.000000, 293.209900, -38.273144, -663.382324, 106.131027
453.000000, -303.654388, -191.940262, 0.000000, 0.000000, 291.672211, -40.200764, -655.881348, 104.435898
454.000000, -313.511627, -173.669098, 0.000000, 0.000000, 281.295074, -38.452309, -644.828186, 97.757454
455.000000, -327.366699, -219.412704, 0.000000, 0.000000, 282.495697, -27.399620, -646.311646, 100.961662
456.000000, -332.047913, -172.345612, 0.000000, 0.000000, 299.364563, -35.295532, -663.867188, 102.134865
457.000000, -246.370667, -199.995499, 0.000000, 0.000000, 285.500427, -30.034283, -644.063843, 97.808189
458.000000, -276.224365, -202.870285, 0.000000, 0.000000, 293.644348, -33.417873, -653.031250, 102.814674
459.000000, -309.610870, -174.692871, 0.000000, 0.000000, 294.951202, -37.173420, -657.573303, 96.016983
460.000000, -248.533295, -202.341400, 0.000000, 0.000000, 277.110016, -37.818577, -648.767334, 102.878616
461.000000, -267.765900, -190.962067, 0.000000, 0.000000, 297.855835, -25.093767, -663.570007, 100.830643
462.000000, -265.922821, -207.634445, 0.000000, 0.000000, 287.953308, -39.149822, -655.854492, 101.887619
463.000000, -284.675507, -184.282578, 0.000000, 0.000000, 291.527954, -32.520527, -649.504761, 106.083702
464.000000, -276.740204, -196.286011, 0.000000, 0.000000, 281.069336, -31.776901, -642.563416, 100.185806
465.000000, -222.769211, -189.788452, 0.000000, 0.000000, 287.437592, -24.994389, -650.468750, 102.960533
466.000000, -315.224731, -206.337097, 0.000000, 0.000000, 279.054474, -32.921131, -639.670593, 100.521255
467.000000, -227.719238, -207.389709, 0.000000, 0.000000, 274.282196, -41.519745, -636.398010, 96.146408
468.000000, -324.623413, -179.050171, 0.000000, 0.000000, 275.154785, -47.911739, -641.351257, 96.997368
469.000000, -343.294281, -166.396774, 0.000000, 0.000000, 287.570007, -47.408390, -649.334778, 96.517097
470.000000, -315.203857, -180.040298, 0.000000, 0.000000, 279.309631, -36.839321, -636.842041, 94.059875
471.000000, -270.108459, -180.234070, 0.000000, 0.000000, 280.587311, -29.042633, -638.656433, 99.988922
472.000000, -276.740356, -184.396866, 0.000000, 0.000000, 286.591125, -35.524624, -645.928528, 95.015999
473.000000, -258.594421, -207.263687, 0.000000, 0.000000, 283.157867, -33.973309, -645.577148, 98.340012
474.000000, -373.370911, -178.550522, 0.000000, 0.000000, 283.369659, -45.238346, -645.603882, 90.417946
475.000000, -283.949951, -185.505157, 0.000000, 0.000000, 278.495148, -36.957664, -641.863647, 104.267113
476.000000, -309.241272, -190.226761, 0.000000, 0.000000, 287.562775, -33.949047, -650.250732, 98.259911
477.000000, -228.071350, -194.327591, 0.000000, 0.000000, 287.562103, -31.741823, -651.523987, 103.886551
478.000000, -303.412567, -170.623917, 0.000000, 0.000000, 301.764526, -38.288422, -657.665039, 105.096664
479.000000, -294.192902, -205.266418, 0.000000, 0.000000, 290.694427, -37.234158, -652.605896, 101.554390
480.000000, -343.995575, -169.750443, 0.000000, 0.000000, 297.089661, -42.795200, -655.640198, 101.115326
481.000000, -289.514740, -208.372574, 0.000000, 0.000000, 283.396454, -40.528332, -647.820618, 94.435196
482.000000, -280.309418, -200.608231, 0.000000, 0.000000, 285.482727, -38.881104, -646.285583, 101.900375
483.000000, -283.729187, -196.889038, 0.000000, 0.000000, 282.154480, -35.625294, -655.628479, 116.344261
484.000000, -308.980164, -190.823563, 0.000000, 0.000000, 292.806763, -41.888844, -652.218384, 103.459038
485.000000, -286.850464, -198.264786, 0.000000, 0.000000, 286.843933, -29.273363, -650.338684, 103.107430
486.000000, -267.150543, -187.274445, 0.000000, 0.000000, 282.949249, -38.274731, -643.393250, 103.819916
487.000000, -355.258636, -153.292801, 0.000000, 0.000000, 280.186676, -38.568737, -647.994385, 97.098824
488.000000, -322.233612, -174.484528, 0.000000, 0.000000, 283.309692, -35.146122, -646.496826, 101.085960
489.000000, -332.404541, -177.337173, 0.000000, 0.000000, 286.551636, -27.236156, -652.152710, 100.443123
490.000000, -303.800598, -181.020020, 0.000000, 0.000000, 283.978912, -21.214544, -647.745911, 104.491234
491.000000, -278.480988, -191.086487, 0.000000, 0.000000, 282.319641, -44.665379, -641.139709, 91.996140
492.000000, -236.050583, -217.992828, 0.000000, 0.000000, 283.777405, -32.436420, -651.034241, 93.946869
493.000000, -312.815430, -205.082169, 0.000000, 0.000000, 287.731812, -33.748489, -645.242920, 102.927376
494.000000, -254.904556, -207.725159, 0.000000, 0.000000, 293.834961, -26.838711, -651.934326, 105.673134
495.000000, -302.134094, -194.124039, 0.000000, 0.000000, 290.843933, -36.997066, -648.955444, 97.676971
496.000000, -287.691803, -179.827972, 0.000000, 0.000000, 282.062531, -37.998764, -640.192627, 100.904686
497.000000, -329.275909, -194.790817, 0.000000, 0.000000, 280.483765, -44.694672, -645.554260, 96.126556
498.000000, -287.415131, -210.642227, 0.000000, 0.000000, 286.560547, -28.326199, -657.099976, 106.108757
499.000000, -301.687683, -218.740097, 0.000000, 0.000000, 290.785553, -42.224953, -656.311462, 96.447784
500.000000, -303.223480, -180.144058, 0.000000, 0.000000, 297.511932, -41.392513, -653.689819, 99.323959
501.000000, -324.243011, -179.219009, 0.000000, 0.000000, 295.538635, -28.665440, -659.767212, 107.950951
502.000000, -294.120575, -190.832413, 0.000000, 0.000000, 286.717224, -45.675793, -652.227478, 102.669876
503.000000, -293.055573, -189.992966, 0.000000, 0.000000, 285.486237, -43.598984, -652.571960, 104.267265
504.000000, -288.566803, -186.368439, 0.000000, 0.000000, 292.162354, -28.685055, -651.588440, 99.235878
505.000000, -332.810425, -188.077026, 0.000000, 0.000000, 287.707214, -45.558514, -650.673401, 92.517731
506.000000, -317.284576, -199.372910, 0.000000, 0.000000, 289.629150, -30.262884, -653.247559, 105.696312
507.000000, -303.641571, -196.445984, 0.000000, 0.000000, 299.476654, -33.071148, -661.257568, 100.985863
508.000000, -284.498077, -200.354416, 0.000000, 0.000000, 287.638855, -39.027782, -654.450623, 103.155182
509.000000, -351.334930, -188.241272, 0.000000, 0.000000, 291.205902, -28.482779, -648.751587, 98.412079
510.000000, -327.386688, -186.105774, 0.000000, 0.000000, 290.601074, -42.814594, -655.188171, 99.999207
511.000000, -299.203979, -185.291992, 0.000000, 0.000000, 288.120331, -28.388863, -647.524963, 96.193657
512.000000, -282.774506, -201.444916, 0.000000, 0.000000, 291.941803, -44.670555, -653.165222, 97.618942
513.000000, -283.748596, -189.878555, 0.000000, 0.000000, 289.981262, -45.788048, -654.994080, 102.074478
514.000000, -285.564545, -176.634933, 0.000000, 0.000000, 283.406799, -28.558126, -653.175354, 102.045654
515.000000, -315.697357, -194.346024, 0.000000, 0.000000, 284.391602, -34.890862, -645.676025, 104.159096
516.000000, -299.404266, -182.035156, 0.000000, 0.000000, 274.649231, -37.271809, -647.017578, 101.466904
517.000000, -332.935516, -199.069122, 0.000000, 0.000000, 285.174377, -17.330286, -649.373718, 107.495407
518.000000, -337.914612, -165.949005, 0.000000, 0.000000, 280.057098, -29.457552, -649.276550, 102.374916
519.000000, -254.439575, -212.654526, 0.000000, 0.000000, 277.356659, -34.492760, -641.568237, 103.467812
520.000000, -238.081528, -202.708511, 0.000000, 0.000000, 284.748688, -34.168053, -650.783081, 107.052055
521.000000, -297.805786, -208.639328, 0.000000, 0.000000, 285.398560, -33.305672, -643.838684, 100.696915
522.000000, -324.844574, -179.853363, 0.000000, 0.000000, 275.108887, -24.986277, -643.887329, 113.967583
523.000000, -295.741608, -188.048141, 0.000000, 0.000000, 272.608032, -20.128063, -637.903564, 107.595810
524.000000, -337.412628, -218.069275, 0.000000, 0.000000, 278.784332, -30.347935, -642.934021, 105.228844
525.000000, -305.069366, -193.857376, 0.000000, 0.000000, 277.768768, -31.221922, -646.791748, 97.589668
526.000000, -292.647736, -200.974762, 0.000000, 0.000000, 286.340240, -39.618179, -649.970642, 95.497658
527.000000, -333.342987, -167.842972, 0.000000, 0.000000, 282.641510, -35.269600, -641.324219, 99.726242
528.000000, -262.632141, -205.326660, 0.000000, 0.000000, 277.628723, -15.639246, -644.390259, 99.606354
529.000000, -270.880249, -212.078659, 0.000000, 0.000000, 277.481232, -29.540535, -648.200073, 109.597466
530.000000, -287.515961, -195.786331, 0.000000, 0.000000, 276.085968, -43.971809, -639.030090, 98.752113
531.000000, -295.961334, -182.464951, 0.000000, 0.000000, 276.588593, -36.399666, -643.378479, 96.781311
532.000000, -291.547394, -195.235611, 0.000000, 0.000000, 279.568542, -25.426817, -644.382874, 101.551781
533.000000, -295.916565, -182.986633, 0.000000, 0.000000, 280.624420, -28.585550, -645.042786, 100.306877
534.000000, -268.140717, -192.554993, 0.000000, 0.000000, 277.657867, -39.211655, -640.093140, 93.881218
535.000000, -266.219299, -182.616669, 0.000000, 0.000000, 278.638245, -28.025797, -647.292603, 105.090240
536.000000, -260.061615, -187.452744, 0.000000, 0.000000, 281.179749, -24.941790, -644.524414, 105.271233
537.000000, -251.128189, -195.157272, 0.000000, 0.000000, 284.178406, -25.513065, -646.909485, 101.722786
538.000000, -267.812866, -215.546844, 0.000000, 0.000000, 280.976624, -38.728432, -641.804626, 97.192413
539.000000, -325.873901, -181.073288, 0.000000, 0.000000, 280.160004, -34.900429, -646.924133, 105.018112
540.000000, -311.909180, -202.199097, 0.000000, 0.000000, 279.166443, -30.469538, -647.994324, 99.944321
541.000000, -280.389984, -189.214905, 0.000000, 0.000000, 284.856079, -29.155056, -650.534973, 103.069733
542.000000, -310.151947, -203.117188, 0.000000, 0.000000, 283.193207, -36.897171, -646.934448, 98.842056
543.000000, -289.059692, -205.189896, 0.000000, 0.000000, 288.877930, -37.940456, -651.506470, 93.756363
544.000000, -249.786102, -201.368622, 0.000000, 0.000000, 283.021454, -40.181606, -657.672729, 100.848991
545.000000, -313.513153, -201.926208, 0.000000, 0.000000, 278.780548, -41.548672, -643.383484, 100.556931
546.000000, -306.254639, -203.242432, 0.000000, 0.000000, 287.797699, -31.459429, -657.542114, 108.962692
547.000000, -283.711243, -195.583099, 0.000000, 0.000000, 275.132202, -39.302006, -639.400879, 103.893776
548.000000, -301.298859, -187.134979, 0.000000, 0.000000, 274.324341, -34.876827, -644.768555, 109.019753
549.000000, -328.020935, -191.701706, 0.000000, 0.000000, 271.615875, -12.865864, -629.530640, 108.138145
550.000000, -259.621246, -201.946487, 0.000000, 0.000000, 276.226685, -33.497791, -641.550049, 100.053574
551.000000, -324.853455, -186.470703, 0.000000, 0.000000, 283.290710, -33.505196, -648.822510, 106.430344
552.000000, -312.278534, -192.627274, 0.000000, 0.000000, 279.515259, -25.603546, -635.359375, 101.595154
553.000000, -298.333160, -197.753479, 0.000000, 0.000000, 280.694489, -44.826302, -643.194397, 113.588730
554.000000, -288.182678, -187.335144, 0.000000, 0.000000, 284.145874, -34.852879, -637.130432, 102.123360
555.000000, -278.861084, -180.211838, 0.000000, 0.000000, 281.383881, -39.299709, -648.180969, 106.485062
556.000000, -289.631378, -184.056473, 0.000000, 0.000000, 286.767700, -45.259224, -650.837524, 108.537422
557.000000, -307.939240, -188.060516, 0.000000, 0.000000, 286.294586, -35.257008, -649.631165, 97.421928
558.000000, -287.220215, -209.653610, 0.000000, 0.000000, 287.623962, -37.066116, -652.507446, 104.292786
559.000000, -275.161957, -182.059036, 0.000000, 0.000000, 284.559692, -14.403211, -647.338928, 107.637115
560.000000, -344.483429, -201.718170, 0.000000, 0.000000, 274.726105, -33.052689, -638.906006, 104.848511
561.000000, -300.955261, -150.262100, 0.000000, 0.000000, 289.875427, -37.679230, -653.549683, 100.567566
562.000000, -292.324677, -193.827301, 0.000000, 0.000000, 279.803680, -34.034309, -644.829346, 99.653122
563.000000, -266.891571, -223.660675, 0.000000, 0.000000, 280.329193, -32.089439, -640.409607, 101.220795
564.000000, -268.196930, -215.154083, 0.000000, 0.000000, 280.510193, -38.955338, -641.843689, 98.556389
565.000000, -265.446350, -191.283783, 0.000000, 0.000000, 284.239349, -33.696888, -651.377075, 104.080971
566.000000, -272.018463, -197.453949, 0.000000, 0.000000, 281.638672, -36.607407, -644.493530, 95.239059
567.000000, -243.551376, -192.909271, 0.000000, 0.000000, 284.442841, -25.186766, -642.173645, 101.690407
568.000000, -269.604645, -204.077667, 0.000000, 0.000000, 286.760010, -33.978115, -645.802917, 99.646538
569.000000, -304.218231, -190.009811, 0.000000, 0.000000, 283.449127, -37.723740, -638.996582, 93.023735
570.000000, -295.632690, -185.883026, 0.000000, 0.000000, 275.294891, -33.588753, -642.732117, 103.645454
571.000000, -254.546860, -208.863785, 0.000000, 0.000000, 280.664307, -27.725887, -650.422852, 108.023003
572.000000, -270.664978, -208.120560, 0.000000, 0.000000, 282.944092, -20.276110, -645.650146, 99.409561
573.000000, -282.052734, -199.851685, 0.000000, 0.000000, 285.136230, -27.967278, -643.505920, 98.408035
574.000000, -249.295837, -227.673294, 0.000000, 0.000000, 284.634369, -42.729946, -648.220154, 98.531189
575.000000, -330.217163, -188.024124, 0.000000, 0.000000, 273.907532, -36.527679, -641.782532, 92.360748
576.000000, -266.253296, -178.718216, 0.000000, 0.000000, 283.855225, -26.059614, -652.443848, 105.168694
577.000000, -326.198212, -199.796783, 0.000000, 0.000000, 283.017883, -34.474438, -651.250793, 107.413589
578.000000, -224.931610, -208.349442, 0.000000, 0.000000, 289.289490, -28.921824, -651.148621, 102.389877
579.000000, -331.191986, -175.377625, 0.000000, 0.000000, 282.326172, -42.794029, -647.878174, 97.156052
580.000000, -269.637848, -196.108521, 0.000000, 0.000000, 281.586395, -38.688732, -648.018433, 100.477196
581.000000, -288.174805, -197.667007, 0.000000, 0.000000, 280.486511, -36.204041, -651.495972, 103.303871
582.000000, -348.298065, -195.401794, 0.000000, 0.000000, 280.205902, -36.340157, -643.962097, 101.080803
583.000000, -274.658295, -192.147079, 0.000000, 0.000000, 284.792389, -34.091270, -645.099365, 96.159058
584.000000, -316.502228, -203.031647, 0.000000, 0.000000, 288.914093, -30.938402, -649.777405, 99.123619
585.000000, -303.823639, -217.663651, 0.000000, 0.000000, 281.645660, -26.425037, -644.313538, 105.209717
586.000000, -340.459015, -209.784042, 0.000000, 0.000000, 288.221130, -29.918886, -648.038940, 108.456200
587.000000, -219.754715, -207.647049, 0.000000, 0.000000, 279.290405, -28.144585, -645.609741, 103.126938
588.000000, -304.467743, -183.989029, 0.000000, 0.000000, 274.630035, -31.045618, -642.426941, 99.938446
589.000000, -278.204498, -195.401093, 0.000000, 0.000000, 282.067719, -37.690407, -649.699768, 96.235222
590.000000, -295.244751, -209.129501, 0.000000, 0.000000, 278.761810, -30.345753, -648.024048, 104.290657
591.000000, -310.304352, -188.655807, 0.000000, 0.000000, 296.255310, -29.580006, -659.007812, 107.369507
592.000000, -296.746368, -202.887848, 0.000000, 0.000000, 292.434021, -37.837475, -653.111328, 104.707481
593.000000, -332.313568, -206.543137, 0.000000, 0.000000, 284.425873, -32.096264, -648.554810, 99.080704
594.000000, -280.778503, -192.090317, 0.000000, 0.000000, 286.147430, -37.866619, -645.370422, 98.319733
595.000000, -339.674866, -185.505386, 0.000000, 0.000000, 286.241364, -44.101383, -653.567444, 97.799690
596.000000, -303.976318, -204.530334, 0.000000, 0.000000, 291.960205, -30.267214, -651.902649, 97.625153
597.000000, -319.002808, -189.497086, 0.000000, 0.000000, 289.005157, -33.259937, -651.994568, 106.953789
598.000000, -329.890289, -208.092941, 0.000000, 0.000000, 282.456757, -34.258984, -642.283142, 97.140182
599.000000, -275.329041, -182.645172, 0.000000, 0.000000, 287.152588, -33.724957, -653.992004, 100.947006
600.000000, -309.753174, -201.373703, 0.000000, 0.000000, 283.923584, -28.840040, -648.780029, 115.075272
601.000000, -306.524597, -184.758026, 0.000000, 0.000000, 275.650970, -43.278076, -641.310791, 104.966888
602.000000, -293.110352, -168.315063, 0.000000, 0.000000, 286.036591, -22.783587, -650.117188, 105.031693
603.000000, -317.710541, -178.995926, 0.000000, 0.000000, 297.018127, -20.609179, -655.882080, 108.474121
604.000000, -247.839844, -188.923706, 0.000000, 0.000000, 290.004669, -37.958729, -655.908997, 100.568642
605.000000, -260.290497, -218.832809, 0.000000, 0.000000, 292.721436, -32.836708, -652.848511, 97.956680
606.000000, -275.845337, -197.138397, 0.000000, 0.000000, 281.990234, -16.650211, -638.799194, 107.002968
607.000000, -288.489624, -179.950882, 0.000000, 0.000000, 291.865875, -33.929142, -650.690430, 98.238052
608.000000, -282.488922, -181.722153, 0.000000, 0.000000, 278.514893, -36.028797, -646.632263, 97.705017
609.000000, -290.260223, -218.433014, 0.000000, 0.000000, 282.566864, -32.529488, -648.226746, 94.667755
610.000000, -261.569519, -215.404724, 0.000000, 0.000000, 290.723572, -34.329273, -650.437805, 97.078880
611.000000, -279.560242, -202.712936, 0.000000, 0.000000, 287.668549, -41.618198, -650.952698, 101.561279
612.000000, -273.275177, -202.293930, 0.000000, 0.000000, 288.669067, -32.632557, -648.674377, 105.224815
613.000000, -300.190826, -196.328537, 0.000000, 0.000000, 283.443970, -25.864870, -645.344238, 109.088562
614.000000, -330.201782, -185.544769, 0.000000, 0.000000, 282.497620, -38.429520, -656.053345, 99.651169
615.000000, -315.416534, -192.622025, 0.000000, 0.000000, 285.118500, -38.787930, -655.211487, 109.436554
616.000000, -268.979797, -212.027481, 0.000000, 0.000000, 292.381073, -26.776880, -653.737305, 103.994293
617.000000, -229.402832, -197.415848, 0.000000, 0.000000, 281.052124, -30.222471, -646.156921, 98.418892
618.000000, -340.428101, -186.475922, 0.000000, 0.000000, 281.149261, -39.627644, -646.311890, 98.821777
619.000000, -234.953033, -199.959045, 0.000000, 0.000000, 286.540436, -27.890295, -643.907593, 98.595596
620.000000, -249.494965, -201.914581, 0.000000, 0.000000, 288.041046, -19.012959, -650.830078, 109.510475
621.000000, -282.494110, -207.145157, 0.000000, 0.000000, 284.444397, -45.203529, -652.837524, 102.817307
622.000000, -329.759033, -202.821960, 0.000000, 0.000000, 284.081696, -37.468204, -647.967773, 98.622147
623.000000, -296.150055, -182.457718, 0.000000, 0.000000, 286.325928, -28.708429, -655.939880, 100.516312
624.000000, -330.159760, -193.554047, 0.000000, 0.000000, 291.837921, -36.249584, -654.858826, 103.195045
625.000000, -317.168976, -178.309082, 0.000000, 0.000000, 292.318634, -39.164284, -652.196228, 100.764572
626.000000, -337.324707, -155.462723, 0.000000, 0.000000, 290.437805, -37.512974, -649.529236, 94.043159
627.000000, -322.067749, -205.531296, 0.000000, 0.000000, 293.444122, -29.876665, -653.043579, 106.403152
628.000000, -314.535980, -211.278580, 0.000000, 0.000000, 302.600739, -27.659603, -656.304810, 103.746445
629.000000, -313.951904, -183.050919, 0.000000, 0.000000, 294.110352, -35.264412, -652.124573, 100.053123
630.000000, -303.060547, -179.000916, 0.000000, 0.000000, 290.400940, -27.792246, -646.798218, 101.640137
631.000000, -259.645233, -187.096451, 0.000000, 0.000000, 286.336853, -36.674870, -646.629272, 97.724197
632.000000, -277.310547, -223.749176, 0.000000, 0.000000, 289.328552, -33.029232, -658.024475, 103.303764
633.000000, -296.037323, -175.054565, 0.000000, 0.000000, 289.164703, -42.564575, -656.854004, 104.344711
634.000000, -284.011841, -198.273193, 0.000000, 0.000000, 287.517975, -26.682020, -648.227478, 108.425751
635.000000, -243.425125, -169.315948, 0.000000, 0.000000, 285.526733, -27.429798, -645.119019, 98.010712
636.000000, -228.223984, -186.777344, 0.000000, 0.000000, 289.918915, -34.293568, -647.982605, 103.095970
637.000000, -236.839417, -208.766174, 0.000000, 0.000000, 273.479340, -42.149994, -640.125183, 102.195877
638.000000, -250.461395, -207.483871, 0.000000, 0.000000, 286.712372, -38.573627, -652.098633, 100.468246
639.000000, -280.158691, -188.987625, 0.000000, 0.000000, 282.616089, -35.325912, -638.408630, 93.769249
640.000000, -327.572357, -190.314774, 0.000000, 0.000000, 273.174469, -32.294971, -631.827454, 94.220924
641.000000, -253.845749, -189.181473, 0.000000, 0.000000, 280.911438, -35.251263, -646.523132, 105.529137
642.000000, -278.164551, -221.194763, 0.000000, 0.000000, 288.578705, -32.364475, -652.740356, 103.603371
643.000000, -282.859253, -199.607422, 0.000000, 0.000000, 288.808472, -39.240871, -658.358032, 103.775803
644.000000, -279.712280, -200.204102, 0.000000, 0.000000, 283.298126, -21.182297, -650.329590, 101.334267
645.000000, -265.748444, -200.323547, 0.000000, 0.000000, 283.124451, -32.401253, -646.213318, 106.201073
646.000000, -309.246765, -205.212082, 0.000000, 0.000000, 294.200500, -41.736172, -651.113342, 96.678200
647.000000, -333.245514, -171.838821, 0.000000, 0.000000, 287.788055, -31.561007, -649.175903, 104.751701
648.000000, -316.197693, -201.494919, 0.000000, 0.000000, 286.975128, -31.202812, -649.520325, 97.788696
649.000000, -305.185455, -188.534988, 0.000000, 0.000000, 289.810852, -29.441189, -644.910767, 97.967896
650.000000, -274.241547, -201.665146, 0.000000, 0.000000, 291.288513, -28.679436, -654.754211, 106.868896
651.000000, -363.948853, -191.113937, 0.000000, 0.000000, 288.750885, -37.424728, -654.681396, 97.675339
652.000000, -281.905365, -200.692230, 0.000000, 0.000000, 283.084656, -35.479088, -648.376709, 103.558609
653.000000, -319.980804, -181.256119, 0.000000, 0.000000, 295.159637, -29.862127, -658.568726, 104.163620
654.000000, -310.195618, -200.080002, 0.000000, 0.000000, 291.421356, -46.150364, -653.172607, 97.174896
655.000000, -280.379364, -181.586121, 0.000000, 0.000000, 298.329803, -39.204430, -661.387695, 101.430634
656.000000, -279.435120, -181.038025, 0.000000, 0.000000, 281.463409, -25.522877, -650.132019, 101.172318
657.000000, -355.244904, -164.805405, 0.000000, 0.000000, 295.680542, -33.563282, -658.970093, 96.753677
658.000000, -254.311478, -198.769913, 0.000000, 0.000000, 290.130615, -30.868126, -649.850098, 102.139839
659.000000, -315.598267, -183.684814, 0.000000, 0.000000, 290.102600, -41.518196, -654.937500, 96.914291
660.000000, -280.786652, -196.082703, 0.000000, 0.000000, 290.061157, -32.791012, -655.286987, 112.152870
661.000000, -316.962585, -179.848648, 0.000000, 0.000000, 280.045929, -36.814247, -648.973877, 99.260872
662.000000, -414.983032, -169.175995, 0.000000, 0.000000, 299.099518, -23.735104, -660.461426, 102.612938
663.000000, -335.035339, -201.080292, 0.000000, 0.000000, 291.432831, -39.494518, -656.987061, 103.982819
664.000000, -327.873169, -192.825012, 0.000000, 0.000000, 288.940002, -31.701302, -654.774170, 98.114998
665.000000, -271.951935, -214.098007, 0.000000, 0.000000, 292.640442, -35.041740, -657.968933, 104.446053
666.000000, -279.804016, -203.942245, 0.000000, 0.000000, 289.110107, -33.435326, -654.119385, 100.850693
667.000000, -275.689758, -203.949875, 0.000000, 0.000000, 292.142761, -43.324425, -655.281067, 107.375534
668.000000, -242.172943, -214.915634, 0.000000, 0.000000, 277.478241, -31.748772, -644.731812, 104.168419
669.000000, -359.779785, -185.990036, 0.000000, 0.000000, 287.471771, -33.308575, -647.104065, 96.291862
670.000000, -250.693451, -222.900269, 0.000000, 0.000000, 270.625214, -32.613564, -637.566040, 97.875473
671.000000, -296.388428, -178.453140, 0.000000, 0.000000, 271.538330, -44.846664, -632.224915, 91.982567
672.000000, -280.694946, -177.684723, 0.000000, 0.000000, 275.610596, -23.935453, -644.418762, 108.261597
673.000000, -280.327576, -190.492767, 0.000000, 0.000000, 277.508057, -35.932762, -635.413452, 92.166222
674.000000, -292.612366, -196.323563, 0.000000, 0.000000, 279.245056, -38.418762, -645.173340, 101.010269
675.000000, -178.927460, -196.032974, 0.000000, 0.000000, 281.427917, -11.755617, -649.815430, 105.574806
676.000000, -269.827789, -185.756287, 0.000000, 0.000000, 277.205200, -39.689014, -643.370850, 105.131935
677.000000, -292.686554, -212.811005, 0.000000, 0.000000, 276.665375, -40.003643, -639.898499, 92.722229
678.000000, -307.187927, -195.740768, 0.000000, 0.000000, 271.378540, -24.048975, -634.849121, 107.308311
679.000000, -258.441437, -178.461365, 0.000000, 0.000000, 276.758942, -35.878983, -646.018250, 97.191666
680.000000, -293.766174, -207.445511, 0.000000, 0.000000, 268.283478, -34.721596, -629.494751, 97.405342
681.000000, -319.603485, -198.049469, 0.000000, 0.000000, 271.355804, -41.511723, -624.934265, 89.319260
682.000000, -332.211853, -190.181305, 0.000000, 0.000000, 272.774109, -37.179806, -636.195190, 97.799850
683.000000, -303.412201, -212.810852, 0.000000, 0.000000, 279.526672, -24.387480, -642.150146, 93.595001
684.000000, -267.190704, -191.986847, 0.000000, 0.000000, 285.339050, -2.117947, -654.473816, 113.334572
685.000000, -313.811829, -202.953766, 0.000000, 0.000000, 278.456055, -42.979534, -642.715027, 99.475128
686.000000, -295.277283, -167.324890, 0.000000, 0.000000, 284.436218, -34.165443, -647.881958, 96.653397
687.000000, -244.384674, -218.236404, 0.000000, 0.000000, 291.352905, -43.318188, -652.563354, 102.216827
688.000000, -339.328888, -178.046783, 0.000000, 0.000000, 289.043365, -38.768528, -650.127319, 101.606308
689.000000, -290.217163, -177.809097, 0.000000, 0.000000, 291.247681, -40.880337, -654.534180, 109.414909
690.000000, -315.992340, -192.267960, 0.000000, 0.000000, 286.586273, -32.677505, -644.166992, 98.260284
691.000000, -293.520966, -178.363510, 0.000000, 0.000000, 293.058014, -34.618969, -653.950134, 100.771355
692.000000, -278.166473, -218.347046, 0.000000, 0.000000, 283.672058, -38.100693, -640.568726, 96.784409
693.000000, -258.681396, -166.182846, 0.000000, 0.000000, 286.552704, -41.721149, -649.841614, 100.300003
694.000000, -248.469421, -190.782852, 0.000000, 0.000000, 296.462891, -46.194054, -657.770691, 106.075722
695.000000, -292.338745, -173.227158, 0.000000, 0.000000, 298.416382, -38.022964, -658.666016, 106.071198
696.000000, -294.593903, -194.811600, 0.000000, 0.000000, 286.470062, -35.936237, -654.140137, 98.143181
697.000000, -324.224426, -191.651093, 0.000000, 0.000000, 291.313873, -33.603592, -651.776672, 96.757729
698.000000, -275.715149, -189.173492, 0.000000, 0.000000, 286.838684, -37.780712, -653.601318, 96.635262
699.000000, -243.523544, -160.628036, 0.000000, 0.000000, 284.734528, -14.389672, -640.614929, 97.400757
700.000000, -244.126236, -217.996185, 0.000000, 0.000000, 299.828461, -27.460732, -661.404480, 101.662819
